id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,result
91842,0,0,1,0,1,1,1,1,1,1,0
91843,1,1,1,1,1,1,0,1,1,1,1
91844,0,0,0,0,0,0,1,0,0,0,0
91845,1,1,1,1,1,0,0,1,1,1,1
91846,1,0,1,0,1,1,1,1,1,1,0
91847,1,1,1,1,1,1,1,0,1,1,1
91848,1,0,1,0,0,0,1,1,0,0,0
91849,0,0,0,0,0,0,0,0,1,1,1
91850,1,0,1,1,1,1,1,1,1,1,1
91851,0,1,1,1,1,1,1,0,1,0,0
91852,1,1,1,1,1,1,1,1,0,1,1
91853,0,1,1,1,1,0,1,1,1,1,0
91854,1,0,0,0,1,0,0,0,0,0,0
91855,0,0,0,0,0,1,0,0,0,0,0
91856,1,1,1,1,1,1,1,1,1,1,1
91857,0,0,0,1,0,0,0,0,0,0,0
91858,0,0,1,1,1,0,0,0,0,0,1
91859,1,1,1,1,1,1,1,1,1,1,1
91860,1,1,1,1,1,1,1,0,1,0,1
91861,1,0,0,0,0,0,0,0,0,0,0
91862,1,0,0,1,0,0,0,0,0,0,0
91863,0,0,0,1,0,0,0,0,1,0,0
91864,1,1,0,1,1,1,0,1,1,1,1
91865,0,1,0,0,0,0,0,0,1,0,0
91866,0,1,1,0,0,1,1,1,1,0,1
91867,0,0,0,0,0,1,0,1,0,1,0
91868,0,0,0,1,1,1,0,0,0,0,1
91869,0,0,1,1,1,1,1,0,0,1,1
91870,1,1,1,1,1,1,1,1,1,1,1
91871,0,0,0,0,0,0,0,0,0,1,0
91872,0,0,0,0,0,0,0,0,0,0,0
91873,0,0,1,0,0,0,0,0,0,0,0
91874,1,1,1,1,1,1,1,1,1,1,1
91875,0,1,1,0,1,0,0,1,1,1,1
91876,0,1,0,0,0,0,0,1,0,0,0
91877,0,0,0,0,0,0,0,0,0,0,0
91878,0,1,0,1,0,0,0,1,0,0,0
91879,0,0,0,0,0,0,0,0,0,0,0
91880,0,1,1,1,1,1,1,1,1,1,1
91881,1,0,1,1,0,0,1,0,0,1,0
91882,0,0,1,0,1,0,0,0,0,0,0
91883,1,1,0,1,1,1,1,1,1,1,0
91884,0,0,0,1,0,0,0,1,1,1,0
91885,1,1,1,0,1,1,1,0,1,1,1
91886,0,1,1,0,0,0,1,0,0,0,0
91887,0,1,0,0,1,1,1,0,0,0,0
91888,0,1,0,0,1,0,0,0,1,0,0
91889,1,0,0,0,0,1,0,0,1,1,0
91890,0,0,1,0,0,1,1,1,0,1,1
91891,0,0,1,0,1,0,0,0,0,1,1
91892,0,0,0,0,0,0,0,0,0,0,0
91893,1,1,0,0,0,0,0,0,1,0,0
91894,0,0,0,1,0,0,0,0,0,0,0
91895,1,1,1,1,1,1,0,1,1,1,1
91896,1,0,0,1,1,1,1,0,1,0,1
91897,1,1,0,0,1,1,1,1,1,1,1
91898,0,0,0,1,0,0,0,0,0,0,0
91899,0,0,0,0,0,1,0,0,0,0,0
91900,0,1,0,1,1,0,0,1,1,0,1
91901,1,0,1,1,0,1,0,0,1,0,1
91902,1,1,1,1,1,1,1,1,1,1,1
91903,1,1,1,0,1,1,1,1,0,1,1
91904,0,0,0,0,0,0,0,0,0,0,0
91905,1,0,1,0,1,0,0,0,0,1,1
91906,1,1,1,1,1,1,1,0,1,1,1
91907,0,0,0,0,0,0,0,1,1,1,0
91908,0,1,1,1,0,1,0,0,0,1,0
91909,1,1,0,1,1,1,1,0,1,0,1
91910,0,0,0,0,1,0,0,0,0,0,0
91911,1,1,0,1,1,1,0,1,1,1,1
91912,0,0,0,0,0,0,0,0,0,0,0
91913,0,1,1,0,0,1,0,1,0,0,1
91914,1,1,1,0,1,1,1,1,0,1,1
91915,0,0,0,0,0,0,0,0,0,0,0
91916,0,1,0,0,1,1,0,0,1,0,1
91917,0,0,0,0,0,1,0,0,1,0,0
91918,1,1,0,1,1,1,1,1,1,0,1
91919,1,1,1,1,1,1,1,1,1,0,1
91920,0,1,0,1,0,0,1,1,1,0,1
91921,1,1,1,1,1,1,1,1,0,0,0
91922,1,1,1,1,1,1,1,1,1,1,1
91923,1,1,1,1,1,1,1,1,1,1,1
91924,1,1,1,1,1,1,1,1,1,1,1
91925,0,1,0,1,0,0,0,0,0,0,0
91926,0,0,0,0,0,0,0,0,0,0,0
91927,1,0,0,0,0,0,1,0,1,0,1
91928,1,0,0,1,0,0,1,0,1,1,0
91929,0,0,0,1,0,0,0,0,0,0,0
91930,0,0,0,0,0,0,0,0,1,0,0
91931,1,1,1,1,1,1,1,1,1,1,1
91932,1,1,1,1,1,1,1,1,1,1,1
91933,1,0,0,0,1,0,0,0,0,0,0
91934,1,1,0,1,1,1,1,1,1,1,0
91935,1,1,1,1,1,1,1,1,1,1,1
91936,1,0,0,1,1,1,1,1,0,1,1
91937,1,0,0,0,0,0,0,0,1,0,0
91938,0,1,0,0,0,1,1,1,1,0,0
91939,0,0,0,0,0,0,0,1,0,0,0
91940,1,1,1,0,1,1,0,1,0,1,1
91941,1,0,1,0,1,1,0,1,1,1,1
91942,1,0,0,0,1,1,0,0,0,0,0
91943,1,1,1,1,1,0,0,1,1,1,1
91944,1,0,1,1,1,1,1,1,0,0,1
91945,1,1,0,1,1,1,1,1,0,1,1
91946,0,0,0,0,0,0,0,0,0,0,1
91947,1,1,1,1,0,1,1,1,0,1,1
91948,0,0,1,1,0,0,1,1,0,0,0
91949,0,1,1,0,1,1,1,1,1,1,1
91950,0,1,0,1,1,0,1,0,1,0,0
91951,0,1,1,1,1,1,0,1,1,1,1
91952,1,0,0,0,1,0,0,0,1,0,0
91953,0,1,1,0,0,0,1,0,0,0,0
91954,0,0,0,0,0,1,0,1,1,0,0
91955,0,0,0,0,0,0,0,0,0,0,1
91956,0,1,0,1,1,1,1,1,1,0,1
91957,0,1,0,0,1,1,0,1,1,0,1
91958,0,0,1,1,0,0,0,0,0,0,0
91959,1,1,1,0,1,0,1,1,0,1,1
91960,1,0,1,1,1,1,1,0,1,1,1
91961,0,0,0,0,0,0,0,0,0,0,0
91962,1,1,1,1,1,1,0,0,0,0,1
91963,0,1,1,1,0,1,1,1,1,1,0
91964,1,0,1,1,1,1,1,1,1,1,1
91965,1,1,0,1,1,1,1,1,1,1,1
91966,0,0,0,0,0,0,0,0,1,0,0
91967,0,1,1,1,1,1,1,1,1,0,1
91968,0,0,0,0,0,1,0,0,0,0,0
91969,1,0,1,0,1,1,0,1,1,0,0
91970,0,0,0,1,0,0,1,0,0,1,1
91971,0,1,0,1,0,0,0,0,0,0,0
91972,1,1,1,1,1,1,1,1,1,1,0
91973,1,1,1,1,1,1,1,1,1,1,1
91974,0,1,1,0,0,1,0,0,1,0,1
91975,1,0,0,0,0,0,0,1,0,0,1
91976,0,0,0,1,0,0,0,1,0,0,1
91977,0,1,0,0,1,0,1,0,1,1,1
91978,1,1,1,1,0,0,1,1,1,0,0
91979,0,0,0,0,0,0,0,0,0,0,0
91980,1,1,0,1,1,0,1,1,1,1,1
91981,1,1,1,1,1,1,1,1,1,1,1
91982,1,0,1,1,0,1,1,1,1,1,0
91983,0,1,0,0,0,0,1,1,0,1,1
91984,0,0,0,0,0,1,0,0,1,0,1
91985,0,1,0,0,1,0,0,1,1,0,1
91986,0,1,0,0,0,0,0,1,0,1,1
91987,0,0,1,0,0,0,1,0,0,0,0
91988,1,1,1,1,1,1,0,1,1,1,0
91989,1,1,1,1,0,1,1,1,1,1,1
91990,0,1,1,1,1,1,0,1,1,1,1
91991,0,1,0,1,0,0,1,0,0,1,0
91992,1,0,0,1,1,1,1,0,0,1,1
91993,0,0,0,0,0,0,0,0,0,0,0
91994,1,0,0,0,0,0,1,0,0,0,0
91995,1,1,1,1,0,1,1,1,0,1,1
91996,1,0,1,1,1,1,1,0,1,1,0
91997,1,1,1,1,0,1,0,1,1,1,1
91998,1,0,0,0,0,0,0,0,0,1,0
91999,0,1,0,0,0,1,1,0,1,1,1
92000,0,0,0,1,0,0,0,1,1,0,0
92001,0,0,0,0,0,0,0,0,0,0,0
92002,1,0,0,0,0,1,0,1,1,1,0
92003,1,1,1,0,1,1,1,1,1,1,0
92004,1,1,0,1,1,1,0,1,1,1,1
92005,0,0,0,1,0,0,0,0,0,0,0
92006,0,1,1,1,1,1,0,1,1,1,1
92007,0,0,0,1,1,0,1,0,1,0,1
92008,1,1,1,1,1,1,1,1,1,1,1
92009,1,1,1,1,1,1,1,1,1,0,1
92010,0,0,0,0,0,0,0,0,0,0,1
92011,1,1,1,1,1,1,1,1,1,1,1
92012,1,1,1,1,1,1,0,1,0,0,1
92013,0,0,1,0,1,1,0,0,0,1,1
92014,0,1,1,1,1,1,0,1,1,1,1
92015,0,1,1,0,0,1,1,0,1,1,0
92016,1,1,0,1,0,0,1,0,0,1,1
92017,0,1,1,1,1,0,1,0,0,0,0
92018,1,1,1,1,1,1,0,1,1,1,1
92019,1,1,1,1,0,1,0,0,1,0,1
92020,1,1,1,0,1,0,1,1,0,1,1
92021,0,1,0,1,1,1,1,1,0,1,1
92022,0,0,0,1,0,0,0,1,0,0,0
92023,1,1,1,1,1,1,1,1,1,0,1
92024,1,1,1,1,1,1,1,1,0,0,1
92025,0,0,1,1,0,1,0,0,1,1,0
92026,1,1,1,1,1,1,1,1,1,1,1
92027,0,0,0,0,0,0,0,0,1,1,0
92028,0,0,1,0,0,0,0,0,0,0,0
92029,1,1,1,1,1,1,1,1,1,1,0
92030,1,1,1,1,1,1,1,1,1,1,1
92031,0,1,0,0,1,0,0,0,0,1,0
92032,0,1,1,1,1,1,0,1,0,1,1
92033,0,0,0,0,0,0,1,0,0,0,0
92034,1,1,1,1,1,1,1,1,1,1,1
92035,1,0,0,0,0,0,0,0,1,0,0
92036,1,1,1,0,1,0,1,1,0,1,0
92037,0,0,0,0,0,0,0,0,1,1,0
92038,1,0,1,1,1,0,1,0,0,1,0
92039,1,1,1,0,1,1,1,0,0,1,0
92040,1,1,1,1,1,1,1,1,1,1,1
92041,0,0,0,1,1,0,1,0,0,0,0
92042,1,1,1,1,1,1,1,1,1,1,1
92043,0,0,0,0,1,0,0,0,0,0,0
92044,1,1,0,1,1,1,1,1,1,1,1
92045,0,1,1,1,0,0,1,1,0,0,1
92046,0,0,1,0,1,1,1,1,1,1,1
92047,0,0,0,1,0,0,0,1,0,0,0
92048,1,1,1,1,1,0,1,1,1,1,1
92049,1,0,1,0,1,1,1,1,0,0,1
92050,0,0,0,0,1,0,0,0,0,1,1
92051,1,1,0,0,0,1,0,0,0,1,0
92052,0,1,1,1,1,1,1,1,1,0,1
92053,0,1,0,0,0,0,0,0,1,0,0
92054,0,0,1,1,0,1,0,0,1,1,1
92055,0,1,0,1,1,0,0,0,1,1,0
92056,0,0,0,0,0,0,0,0,0,0,0
92057,0,0,0,1,0,0,1,0,1,0,0
92058,1,1,1,1,1,1,1,1,1,1,1
92059,1,0,1,1,1,0,1,0,0,0,0
92060,0,0,0,0,1,1,1,1,1,0,1
92061,1,0,1,1,1,1,1,1,0,1,0
92062,1,0,1,1,1,1,0,1,1,1,1
92063,1,0,1,1,1,0,0,0,1,1,1
92064,0,1,0,1,1,0,1,1,1,0,0
92065,0,0,0,0,1,0,0,0,0,0,1
92066,0,0,0,0,0,0,0,0,1,0,0
92067,1,0,1,0,1,0,1,1,0,0,0
92068,1,0,1,1,1,1,1,1,1,0,0
92069,0,1,1,1,0,0,0,0,0,1,0
92070,0,0,0,1,0,0,0,0,0,0,0
92071,0,0,0,1,0,1,0,1,1,0,1
92072,0,0,0,0,1,0,1,0,1,0,0
92073,1,1,1,1,1,0,1,1,0,1,1
92074,0,0,1,1,0,0,1,0,0,0,0
92075,0,0,0,0,0,0,0,0,0,0,0
92076,0,0,1,1,0,0,0,1,0,0,1
92077,0,0,1,0,0,0,0,0,0,1,0
92078,1,1,1,1,1,1,1,1,0,0,1
92079,0,0,1,0,0,0,0,0,1,1,0
92080,1,1,1,1,1,0,1,1,1,0,1
92081,1,0,1,0,1,0,1,0,1,1,1
92082,0,0,1,1,0,0,0,1,0,1,1
92083,0,0,0,0,0,0,0,0,0,1,0
92084,1,1,1,1,1,1,1,1,1,0,1
92085,1,1,0,0,0,1,0,0,0,1,1
92086,0,0,0,0,0,0,0,0,0,0,0
92087,0,0,1,0,1,0,0,0,0,0,0
92088,0,0,0,0,0,0,0,0,0,0,0
92089,1,1,1,1,1,1,1,1,1,1,1
92090,1,0,1,0,0,0,0,1,1,1,0
92091,1,1,1,0,1,0,1,1,0,0,0
92092,1,1,0,0,0,0,1,0,0,0,1
92093,1,0,1,0,1,1,1,1,1,1,1
92094,0,0,0,0,0,0,0,0,0,0,0
92095,0,0,1,1,0,1,1,1,1,0,0
92096,0,0,0,0,0,1,1,1,1,1,0
92097,0,0,1,0,0,0,0,1,1,1,0
92098,0,0,1,0,0,0,0,0,0,0,0
92099,0,1,1,1,1,0,0,0,1,0,0
92100,1,1,1,1,1,1,0,0,0,1,0
92101,1,0,0,1,1,0,0,0,0,1,1
92102,1,0,1,1,0,1,0,0,0,0,1
92103,1,0,1,0,0,0,0,1,1,1,1
92104,0,1,1,0,0,0,0,0,0,1,1
92105,1,1,1,0,1,1,1,1,0,1,0
92106,0,0,0,0,1,0,0,1,1,1,0
92107,1,0,0,1,0,0,0,0,0,0,0
92108,1,1,0,0,0,0,0,0,0,0,0
92109,0,1,1,1,1,1,1,1,1,1,1
92110,1,1,0,1,0,1,1,0,1,1,1
92111,1,0,0,0,1,0,0,1,1,1,0
92112,1,1,1,1,1,1,1,1,1,1,0
92113,1,0,1,0,1,1,1,0,1,0,0
92114,0,0,0,1,0,0,0,0,1,0,0
92115,0,0,0,1,1,0,1,0,0,1,0
92116,1,1,0,0,0,1,0,0,0,0,1
92117,0,1,1,1,1,1,1,1,1,1,0
92118,1,1,1,1,1,1,1,1,1,1,1
92119,1,1,1,1,1,0,0,1,0,1,1
92120,0,0,0,0,0,0,0,1,0,0,0
92121,0,0,0,1,1,0,0,0,1,0,1
92122,0,0,0,0,1,0,1,0,0,0,0
92123,0,0,0,0,0,0,1,0,0,0,0
92124,0,1,1,1,1,1,1,1,1,1,0
92125,0,0,0,0,0,0,0,1,0,0,0
92126,1,1,1,1,1,1,1,1,1,1,1
92127,1,1,0,1,1,0,0,1,0,1,1
92128,1,1,1,1,0,0,1,1,0,1,1
92129,1,1,0,1,1,1,1,1,1,1,0
92130,1,1,1,0,1,0,1,0,1,1,1
92131,1,1,1,1,1,1,1,1,1,1,1
92132,1,0,1,1,0,0,0,0,0,0,0
92133,1,1,1,1,1,1,1,0,1,1,1
92134,1,1,1,1,1,1,0,1,1,1,0
92135,0,1,0,0,0,0,0,1,1,0,0
92136,1,0,0,0,1,0,1,0,1,0,0
92137,1,1,1,1,1,0,0,0,0,1,0
92138,0,1,0,1,1,1,1,1,1,0,1
92139,0,0,0,0,1,0,0,0,0,0,1
92140,0,0,0,0,0,0,0,0,1,1,0
92141,0,0,1,0,1,0,0,0,1,1,0
92142,1,1,1,1,0,0,1,1,1,0,1
92143,0,0,1,1,0,0,0,1,1,0,0
92144,0,0,0,0,0,1,1,1,0,1,0
92145,1,1,1,1,1,1,0,1,1,1,1
92146,0,0,0,0,0,0,0,0,0,1,0
92147,1,0,0,0,1,0,0,0,1,0,1
92148,1,0,0,0,0,1,1,0,1,1,0
92149,0,0,0,0,1,0,0,0,0,0,0
92150,1,1,0,1,1,1,0,1,1,1,1
92151,1,0,1,1,1,1,1,0,1,1,1
92152,0,0,0,0,0,0,0,0,0,0,0
92153,0,0,1,1,1,1,0,0,1,0,0
92154,0,1,1,0,1,1,1,0,0,1,0
92155,1,1,0,1,0,1,1,1,0,0,1
92156,0,1,0,0,0,0,0,1,1,1,0
92157,0,0,0,0,0,0,0,0,0,0,0
92158,1,1,1,1,1,1,1,1,1,1,1
92159,0,1,1,1,1,1,1,1,1,1,1
92160,0,1,0,1,1,1,0,0,1,0,0
92161,0,0,0,0,1,1,1,0,0,0,0
92162,1,0,0,0,0,0,1,0,1,1,0
92163,1,1,0,1,1,1,1,1,1,0,1
92164,1,0,0,0,1,0,0,0,0,1,1
92165,0,0,0,0,0,0,0,0,0,0,0
92166,1,1,0,1,0,0,1,0,0,1,1
92167,1,1,0,1,1,1,1,1,0,1,1
92168,1,0,0,1,0,0,0,0,0,0,0
92169,0,0,0,0,0,0,0,1,0,0,0
92170,1,1,1,1,1,1,1,1,1,1,1
92171,0,0,0,1,0,1,0,0,1,0,1
92172,0,0,0,1,1,0,0,0,0,1,1
92173,0,0,0,1,0,0,0,0,0,1,0
92174,0,1,0,1,0,1,0,1,0,0,1
92175,0,0,0,1,1,0,1,1,1,1,0
92176,1,0,0,1,0,0,1,0,0,1,0
92177,1,1,1,1,1,1,1,1,1,1,1
92178,0,0,0,0,0,0,0,0,0,0,0
92179,1,0,0,1,0,1,1,1,1,1,1
92180,1,1,1,1,1,1,0,0,0,1,0
92181,1,1,1,1,1,1,1,1,1,1,1
92182,1,1,0,1,1,1,0,1,1,1,1
92183,1,0,0,1,0,0,0,0,1,0,0
92184,1,1,1,1,1,1,0,0,1,0,1
92185,1,1,0,1,0,1,1,1,1,1,1
92186,0,0,0,0,0,1,0,0,0,1,0
92187,0,0,0,0,0,1,0,0,0,1,0
92188,0,1,0,1,0,0,0,0,0,0,0
92189,1,1,1,1,1,1,1,1,1,1,1
92190,1,1,1,1,1,1,1,1,1,1,1
92191,1,1,0,0,1,1,0,0,1,0,1
92192,1,1,1,0,1,1,0,1,0,0,0
92193,0,1,1,1,1,1,0,1,0,1,1
92194,1,0,0,1,0,0,0,0,0,1,1
92195,1,1,1,1,0,1,1,1,0,1,1
92196,1,1,0,0,1,0,0,1,1,1,1
92197,0,0,0,0,0,0,0,0,0,0,0
92198,0,1,1,0,1,0,1,1,0,1,0
92199,1,0,0,0,1,0,0,1,1,1,0
92200,1,1,1,1,1,1,1,1,1,1,1
92201,1,0,0,1,0,0,1,1,1,0,1
92202,0,1,1,1,1,1,1,1,1,1,1
92203,1,1,1,1,1,1,1,0,1,1,0
92204,1,0,0,1,1,1,1,1,0,1,1
92205,0,0,0,0,1,0,0,0,0,0,0
92206,0,0,1,0,0,0,0,0,0,0,0
92207,0,0,0,0,1,0,0,0,0,0,1
92208,0,1,0,1,1,1,1,1,1,1,1
92209,1,1,0,1,1,1,1,1,1,1,1
92210,1,1,1,1,0,0,0,1,1,0,1
92211,1,0,1,0,1,0,0,1,0,0,1
92212,0,1,1,1,1,0,0,1,0,1,1
92213,0,0,0,0,0,0,0,0,0,0,0
92214,0,0,0,0,0,0,0,0,0,0,0
92215,0,0,0,0,1,0,1,0,1,0,1
92216,0,0,0,1,0,1,0,1,0,1,0
92217,1,1,1,0,1,1,1,1,1,1,1
92218,1,1,1,1,1,1,1,1,1,1,1
92219,0,0,0,0,0,1,0,1,1,0,0
92220,1,1,0,0,1,1,1,1,1,1,1
92221,1,1,1,1,1,1,1,1,1,1,1
92222,1,1,0,1,1,1,1,1,1,1,1
92223,1,0,0,1,0,0,1,0,0,0,1
92224,0,1,1,0,1,1,0,0,0,0,1
92225,0,0,1,0,1,0,1,1,0,0,1
92226,0,1,1,0,1,1,1,1,1,1,1
92227,0,1,0,1,0,0,1,0,1,0,0
92228,1,1,1,1,1,1,1,1,1,1,1
92229,0,0,0,0,0,0,0,0,0,0,0
92230,1,1,1,1,1,1,1,1,1,1,1
92231,1,1,1,1,1,0,1,1,1,1,1
92232,1,1,0,1,0,0,1,0,0,0,0
92233,1,0,1,1,1,0,1,1,1,1,1
92234,0,0,0,0,1,1,0,0,1,1,0
92235,0,1,0,1,1,1,1,1,1,1,1
92236,1,1,1,0,1,1,0,1,1,0,0
92237,0,0,1,0,0,1,0,1,0,0,0
92238,0,0,0,0,0,0,0,0,0,0,1
92239,0,0,0,0,0,0,0,0,0,0,1
92240,0,0,0,1,0,0,1,0,0,1,0
92241,1,0,1,0,0,0,1,0,1,0,0
92242,1,1,0,0,1,0,1,1,0,1,1
92243,0,0,1,1,1,0,1,0,0,0,0
92244,1,1,1,0,0,1,1,1,1,1,0
92245,0,1,1,1,1,0,1,1,1,1,1
92246,1,1,1,0,1,1,1,1,1,1,1
92247,1,0,0,0,0,1,0,0,1,0,1
92248,1,1,1,1,1,1,1,1,1,1,1
92249,1,0,1,1,1,1,1,1,0,0,1
92250,0,0,0,0,0,0,0,0,0,0,0
92251,0,1,0,0,0,0,0,1,0,0,0
92252,0,0,1,1,0,1,1,1,1,1,0
92253,1,0,0,0,1,1,0,1,0,0,0
92254,1,0,1,1,1,1,1,1,1,1,1
92255,0,0,0,1,1,0,0,1,0,0,1
92256,0,0,0,1,0,0,1,1,1,1,1
92257,0,0,1,0,1,1,0,0,0,0,0
92258,1,1,0,0,1,0,0,0,0,1,0
92259,1,0,1,1,1,1,1,1,0,0,1
92260,1,1,1,1,0,0,1,1,1,1,1
92261,0,0,0,0,0,0,0,0,0,0,0
92262,0,0,0,0,0,0,1,1,1,1,1
92263,1,0,1,0,1,1,1,1,1,1,1
92264,0,0,0,0,0,0,0,0,0,0,0
92265,1,0,1,1,0,1,1,0,1,1,0
92266,1,0,0,1,0,0,1,0,0,1,0
92267,0,0,1,0,0,1,1,0,0,0,1
92268,0,1,1,0,0,0,0,0,1,0,1
92269,1,1,1,1,1,1,1,1,1,0,1
92270,1,0,1,1,0,0,1,0,0,0,1
92271,0,1,0,0,1,0,1,1,0,0,1
92272,1,1,1,0,1,1,0,1,1,1,1
92273,0,0,0,0,0,0,0,0,0,0,0
92274,1,1,1,1,1,1,1,1,1,1,1
92275,0,0,0,0,0,0,0,0,0,0,0
92276,0,1,1,1,1,1,0,1,1,1,1
92277,0,0,1,1,1,0,1,0,0,0,1
92278,1,1,1,0,0,1,1,0,1,1,1
92279,1,1,1,0,0,1,0,1,0,1,1
92280,0,1,1,1,0,1,1,1,1,1,0
92281,1,0,1,1,1,1,1,0,0,1,0
92282,1,1,1,0,1,1,0,1,0,1,1
92283,1,1,0,1,1,1,1,1,1,1,1
92284,1,0,0,0,1,0,1,1,0,0,0
92285,1,0,1,1,1,1,0,0,0,1,1
92286,1,1,0,1,0,1,1,0,0,1,0
92287,0,0,1,0,0,0,0,0,0,0,0
92288,1,1,0,1,1,1,1,1,1,1,1
92289,0,0,0,0,0,0,0,0,1,1,1
92290,0,0,1,0,0,0,1,1,0,1,1
92291,1,1,1,1,1,1,1,1,1,1,1
92292,0,0,0,1,0,0,0,0,0,0,0
92293,0,0,0,1,1,1,1,1,1,0,1
92294,0,1,1,0,1,0,0,1,0,0,0
92295,1,1,0,1,1,1,1,1,1,1,1
92296,0,0,0,1,0,0,1,0,0,0,0
92297,1,1,1,1,1,1,1,0,1,1,1
92298,0,0,0,0,0,0,0,0,0,0,0
92299,0,0,0,0,0,0,0,0,0,0,0
92300,0,0,0,0,0,0,0,0,0,0,0
92301,0,1,0,0,0,0,0,1,0,0,1
92302,0,1,0,0,0,0,1,0,0,0,1
92303,0,0,0,1,1,1,1,1,1,0,1
92304,0,0,0,0,1,0,0,0,0,0,1
92305,1,1,1,1,1,0,1,1,1,0,0
92306,0,1,1,1,1,0,1,1,1,1,1
92307,1,0,1,1,1,1,1,1,0,0,1
92308,1,0,0,1,0,0,0,0,1,0,1
92309,1,1,0,1,0,1,1,0,0,1,1
92310,0,0,1,0,0,1,0,0,0,1,0
92311,0,1,0,0,0,1,0,0,0,0,1
92312,0,0,0,0,0,0,0,0,0,1,0
92313,0,0,0,1,0,0,1,0,0,1,0
92314,1,0,1,1,1,1,0,1,1,1,1
92315,0,0,1,0,0,0,1,1,1,1,1
92316,0,0,0,0,1,0,1,1,0,0,1
92317,0,0,0,0,0,0,1,0,0,0,1
92318,1,0,0,0,0,1,0,0,0,0,0
92319,0,0,1,1,1,0,1,1,1,0,0
92320,0,1,0,0,0,0,1,0,0,1,1
92321,0,0,0,0,1,0,1,0,1,1,0
92322,0,0,1,0,0,0,0,0,0,0,0
92323,0,0,0,1,0,1,0,0,1,0,1
92324,1,1,1,1,1,1,1,1,1,1,1
92325,1,0,0,0,1,0,0,0,0,1,0
92326,0,1,0,1,0,1,1,1,1,1,0
92327,0,0,0,0,1,0,0,0,0,0,0
92328,1,1,1,1,1,1,1,1,1,1,1
92329,1,0,1,1,1,0,1,0,1,0,1
92330,0,0,0,0,0,1,0,0,0,0,0
92331,1,1,1,0,1,0,0,1,1,1,0
92332,1,1,1,1,1,1,1,1,1,1,1
92333,1,1,1,1,0,1,1,1,1,0,1
92334,0,1,0,0,0,1,0,0,1,0,0
92335,0,0,1,0,0,0,1,1,1,0,0
92336,0,0,1,0,0,0,0,0,0,0,0
92337,1,1,0,0,1,1,0,0,1,1,1
92338,0,1,1,0,0,1,0,0,1,1,0
92339,1,1,0,1,1,1,0,1,1,1,1
92340,1,1,1,0,1,1,1,0,0,1,1
92341,0,0,0,0,0,1,0,0,0,0,0
92342,0,0,0,0,0,0,0,0,0,0,0
92343,0,0,0,0,0,0,0,0,0,0,0
92344,1,1,0,1,0,1,1,1,0,0,0
92345,0,0,0,0,0,0,0,0,0,0,1
92346,1,0,0,1,0,0,0,0,0,0,0
92347,1,1,1,1,1,1,1,1,1,1,1
92348,0,0,0,0,0,0,0,0,0,0,0
92349,0,1,0,0,0,0,0,1,0,1,1
92350,1,0,0,0,0,1,1,1,0,0,1
92351,0,0,0,0,1,0,0,0,0,1,0
92352,1,1,1,1,1,1,1,1,1,1,1
92353,0,0,0,0,0,1,1,0,0,1,0
92354,1,1,0,0,1,1,1,1,1,1,1
92355,0,0,0,0,0,1,0,0,0,1,0
92356,0,0,0,0,0,0,0,0,0,0,0
92357,0,1,0,1,1,1,0,1,1,0,1
92358,1,0,1,0,0,0,1,1,1,1,0
92359,0,0,0,0,0,1,0,1,0,0,0
92360,0,1,0,0,0,1,0,0,0,0,0
92361,1,0,0,0,1,1,1,1,1,1,1
92362,1,1,1,1,1,1,1,0,1,1,1
92363,0,1,1,1,1,0,0,1,1,1,0
92364,1,1,0,1,1,1,1,1,1,1,0
92365,0,0,1,0,0,0,0,0,0,0,0
92366,0,0,0,0,0,0,0,0,1,0,0
92367,1,1,1,0,0,1,1,1,1,1,1
92368,0,0,0,0,0,0,0,0,1,0,1
92369,1,0,0,1,0,1,0,0,1,0,0
92370,0,0,0,0,0,0,0,0,0,0,0
92371,0,1,1,0,0,1,0,0,0,0,0
92372,1,1,0,1,0,0,1,1,1,1,1
92373,1,1,1,1,1,1,1,1,1,1,1
92374,1,1,0,0,1,1,1,0,1,1,1
92375,1,0,1,1,1,1,1,1,1,1,0
92376,1,1,0,1,1,0,1,1,0,1,1
92377,1,1,1,1,1,1,1,1,1,1,1
92378,1,1,1,1,1,1,1,1,1,1,1
92379,0,0,0,0,0,0,0,0,0,0,1
92380,1,1,1,1,1,1,1,1,1,1,1
92381,0,0,0,0,0,0,0,0,0,0,1
92382,1,1,0,1,1,1,0,0,0,0,1
92383,0,1,1,0,1,0,1,1,1,1,1
92384,1,1,1,1,0,1,0,1,0,1,1
92385,0,0,1,0,1,1,1,1,1,1,0
92386,0,0,0,0,0,1,0,0,0,0,0
92387,0,0,0,0,0,0,0,0,0,0,0
92388,0,1,1,0,1,1,0,1,1,1,1
92389,1,0,0,1,1,0,0,1,0,1,1
92390,1,1,1,1,1,1,1,1,1,1,1
92391,1,1,1,1,1,1,1,1,1,1,1
92392,1,1,1,0,1,0,1,0,1,1,0
92393,0,0,0,0,0,0,0,0,1,0,0
92394,0,0,1,0,0,0,0,0,0,0,0
92395,0,0,0,0,0,1,1,0,0,1,0
92396,0,0,1,1,1,1,0,1,1,1,1
92397,1,0,0,1,1,1,1,0,0,1,0
92398,1,0,1,1,0,1,1,1,0,1,1
92399,1,0,0,0,0,1,0,0,0,1,0
